"score",Text,Sentiment
0," omonaaaa enggak lah anjer aku bukan kaesang atau pocongus ketemu sama sodara tetangga atau orang a ","neutral"
1,"okay cerita pocong ada kelakar and sedihhhh esang atau pocongus ketemu sama sodara tetangga atau orang a ","positive"
0," maaf tapi gue lebih kenal pocong daripada yang di foto","neutral"
-4,"setelah pocong comeback muncul setan setan receh memang sudah enggak ada harga diri setan di indonesia ","negative"
0," pocong ternak mobil atau ternak keranda ","neutral"
0," kapan nih kolab netflix buat film tentang pocong masa di netflix deh release jinn a ","neutral"
0," ada apa di video ini pocong ","neutral"
0,"sebel banget army bomb nya kayak pocong","neutral"
0," pocong kalo ngupil bagaimana ya ","neutral"
0," hantu itu jin yang menyerupai suatu misal kuntilanak genderuwo pocong kalau arwah itu kayak manusia ya ","neutral"
0," lagi komen tweet nya pocong","neutral"
3,"tumben banyak notif ada twit besar sekal pengaruh pocong di dunia pertwiteran negara berflowerz kayak manusia ya ","positive"
0," sorry gua kalo malam jadi pocong","neutral"
0," hyung pocong katax kombek ya","neutral"
0," dear pocong dari tweet atas sae au ","neutral"
-2,"rt untung cuma pocong yang kambek suzanna belum bangkit dari dalam kubur kan ","negative"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
0," gara foto habis bukber kayak misal bayujo lulu ristyrianda begitu di sebar terus capt nya begini ini selebtwe ","neutral"
-3," doi enggak tau saja pocong sampai buat segment di acara the hits yang nama kepo alias ketemu pocong dar ","negative"
-4," itu yang sedang di tanya pocong wae seram apalagi premane pocong etemu pocong dar ","negative"
2,"tak boleh b lah di haha ini pocong ini siapa di dancer ke ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," tahun main twitter satu foto itu enggak ada yang gue kenal tau cuma pocong sama gofar dari dulu kali ","negative"
-4," apakah jiwa iri pocong ","negative"
2," pocong itu sapa sih enggak kenal gue sumpah ","positive"
0,"aku mau nge tweet tapi enggak mau etik mau omong saja biar kayak pocong","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong itu tengok teaser dulu pon alahai macam xsedappp ponn","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1," oh gitubtw mutualan yuk wahai istri pocong","negative"
0," pocong sudah ada dari jam gue sd monyet gilaluya wkwk","neutral"
-4," oooohh vid yang hantu pocong itu ke r jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1,"tidur siang mimpi kejar pocong bangun bangun nyata gerah enggak pakai kipas atau ac nightmare a di sama gua masih bayang anak","negative"
0," scroll twitter ada rame rame apa nih nih baru selebtwit pocong who ada satu orang yang ikut komentar sambil ","neutral"
0,"for your fyi buat kalian anak twitter dulu ada miduns dan androkristian yang sudah jadi selebtwit dari saja ","neutral"
-4," mana pocong anak ketangkep ini ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," kata pada senior di twitter tapi pocong saja enggak tau hahaha","neutral"
0," jadi arief iru pocong ","neutral"
0," pertama kali bikin twitter follownya pocong sama radityadika ini kagak kenal semua saya bagaimana dong ","neutral"
-2," memang tuh pocong sebal banget wkkwkw","negative"
0," ajak ping biar enggak ribut mulu sama pocong","neutral"
-1," paling kesel begitu kalo ada twett dia komen tapi akun di lock dasar ghaib lebih pocong t ","negative"
-1,"rt itu game seru banget teman gue yang enggak punya asma sampai asma gara gara kejar pocong asma saya kambuh hhhh hhhhh be","negative"
-2," gue tau pocong doang ","negative"
0,"lagi colong tali pocong biar sugih ","neutral"
9," aduhhhh sekarang pocong bangkit dari kubur untuk temu gemar setia ","positive"
0," mata item kayak pocong yang di critain ","neutral"
0," premane pocong sopo pak","neutral"
0," ya allah lu enggak kenal pocong ","neutral"
0,"di dunia pocong ada pocong preman enggak ","neutral"
0," nih pocong ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
1,"rt santai bang pada saat lu bakal jadi pocong kok","positive"
0," lagi mau coba jadi pocong juga","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," minta di tempeleng memang itu sih pocong","neutral"
0," gakenal semua pocong pun yang sudah ku follow aku enggak tau siapa hahahahknp dulu aku follow aku juga lupa","neutral"
0," ngitung berapa jarak yang telah tempuh pocong untuk keluyur dan rata lompat per meter","neutral"
0," nih rin sih pocong songong ","neutral"
-3,"pocong kambek riuh minta ampuuuun ","negative"
0," pocong atau raditya ka fenomenal waktu itu karena mereka juga punya karya yang bisa jual kal ","neutral"
-4," pocong kan setan wkwkwkwkwkwk","negative"
5," mau ngetrack yang tadi pocong pocong ya kak cantik ","positive"
-2," gue tau pocong doang","negative"
0,"rt kunti itu kapel pocong ","neutral"
0," siapa mereka saya tau sih pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"why i punya mom kalo lihat tempat makan rame selalu bilang ada pocong nya ","neutral"
0," entar juga anda jadi pocong","neutral"
3,"dia peluk sama usap muka gua dan memang di depan rumah gua di pager kampus itu ada pocong ","positive"
-3," masa sama ketua geng takut kita kan ikut dia geng pocong ya yang bisa jual kal ","negative"
0," sih sudah jadi slebtwit nah loh bedeketan deh sama pocong yeh siapa tau loh jadi seleb juga ","neutral"
0,"rt iya pocong enggak ada orang mereka adek kelas pocong wqwq","neutral"
-5,"besok kalo anak gue tanya sama dulu mama paling takut sama setan apa sama semenjak muncul lagi mama gatak ","negative"
-8," itu yang foto juga bakal jadi pocong masa depan kok bukan cuma pocong vampir kuntilanak genderuwo setan semua","negative"
-6,"jadi sia sia gua ke warung cuma buat di kejar kejar pocong doang hhh gua balik lagi dan gua teriak pocong lagi em ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," ada pocong jual mangga","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," di kejar pocong pas mau ke toko nenek ini sih alam yang paling gua ingat gua pas umur tahun jam ","neutral"
0," memang pocong bisa omong ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," maaf tapi pocong sudah gua ikut dari sampai sampai sekarang gua kuliah ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
5," siapa ya enggak tau asli aku wkwk kaya pernah deh muncul di tv rame dia tuh dulu soanya ","positive"
4,"enak ya bang arip muhamat alyas bang arief alyas pocong enggak pernah kesuspend acc nya","positive"
-8," ih resep a mane mana deui sok aya pocong warna pink ","negative"
4,"poconggg who poconggg who disamperin pocong benar ngacir lu nder","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," cuman tau ka itu karena drama eue xiximon maaf aku tau pocong","negative"
1,"suara pocong macam hensem je kaya pernah deh muncul di tv rame dia tuh dulu soanya ","positive"
0," mas pocong itu dulu punya buku ayang jo kalo kamu tau arief muhammad yutuber itu beliau ","neutral"
0," gue enggak kenal semua yang di foto dan enggak kenal sapa itu sih pocong padahal gue twitter an sudah dari lol","neutral"
-5," tahi bilang saja saksi palsu mending kalian bawa pocong kalian untuk saksi ","negative"
-4," boleh pocong hina dengan syarat kafan yang gu ","negative"
0," yaelah pocong gaikutan begitu juga doi sudah kayak raya gangaruh dia siapa juga ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"masuk dan tonton live pocong p ramal di bigolive girl surabaya ","neutral"
0,"apa sama pocong ","neutral"
-2," cuma tau firgi sama andihiyat wkwk btw pocong deh ada waktu aku masih main twitter di warnet hwkwk","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," dasar pocong kepo","negative"
0,"aku macam belum sedia je nak tengok cerita pocong ini urabaya ","neutral"
-3," lah sapa bilang lu pocong kan tadi ada kata rumit makanyaaa ","negative"
0," lagi rencana mau bukain tali pocong terus aku colong wkwkwk","neutral"
3," cie pocong tanya tanya nih mau siap masuk ke mimpi aku enggak cong ","positive"
5," makim cinta sama pocong","positive"
0," lagi pikir jadi pocong","neutral"
-2,"adapun judul sinetron dan film yang pernah bintang adalah gerhana cintapuccino bukan pocong biasa bangkit ","negative"
3,"laku pocong ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," a maneh sok mikir teu sih lamun kira pereum kira sampo dihareupeun teh aya kuntilanak genderewo tuyul pocong keur narempokeun ","negative"
0," apa lu mimpiin gue ha gue bukan pocong ","neutral"
-1,"pocong bangkit dari kubur bikin geger kembali notif twitter aku yahalhamdulillah ","negative"
-4," paan tuh pocong ang pernah bintang adalah gerhana cintapuccino bukan pocong biasa bangkit ","negative"
1," wah entar pocong kena tanda like atau re twit mesti waspada bisa enggak kembali lama entar cong ","positive"
0," jangan jangan lu pocong","neutral"
0," itu pocong kalo nge cas hapenya bagaimana ","neutral"
0," masa enggak tau pocong lo nder","neutral"
-6," pocong bacot banget heran ","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
4,"rt apakah pocong yang belakang jadi topik populer di twitter adalah gang pocong di kalimongso ","positive"
-5," sama yang balas hah serius enggak tau pocong mana saja pasti baru main twt ha bacot","negative"
-4," kira kapan susul jadi pocongadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," pocong bisa apasih ","neutral"
0,"pada ribut apa sih pacang pocong pacang pocong","neutral"
0,"rt sini mas pocong foto dulu ","neutral"
0," lagi lihat pocong ngevlog","neutral"
-4,"itu yang nyinyir akun pocong banyak bikin akun anak baru saja banyak gaya main ig saja sana di sama gua masih bayang anak","negative"
-4,"cerita pocong ini banyak lawak dari seram lol","negative"
0," pantesan jadi pocong ","neutral"
0," dan pocong duit banyak banget bang","neutral"
5," kata bang pocong kan tweet atas enggak penting haha","positive"
4," asli gue kenalny sama pocong mereka enggak kenal","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," sorry aku lebih kenal pocong duluan dari mereka yang aku kenal cuma bayujoo andi sama seterahdeh kamu anak baru ya","negative"
-3," semua yang di foto yang replyyg likeyg rtyg kuotyg ngliatyg ngetuityg asih fotombesok kalo mati kak ","negative"
-3,"rt ini setan lucu banget deh setelah hilang akhir balik lagi","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1,"rt dari zaman baru lahir sampai pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ","negative"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0," lihat pocong","neutral"
0," lagi tunggu mbah pocong","neutral"
0,"jembut pocong ludah pocong","neutral"
0," pas jam poconggg lo belum lahir ya wkwkwk padahal dulu doi ngehitz banget sampai ada film poconggg juga pocong hiyak","neutral"
-2," generasi setelah pocong zarry shiltlicious mereka itu jadi kalau main lama banyak yang enggak tau","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," astagfirullah pocong pernah kentang itu","neutral"
-3,"yang sekarang enggak tau pocongyang dulu enggak tau selebwtit sekarangdah ngausa ribut entar mati juga ndiri ndiri ","negative"
6,"rt krt mau tanya ini minki benar lagi cosplay jadi gigi gue kira ini pocong sumpah wkwkwkw ","positive"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
-2," pocong kok tanya nya kayak cowok habis topik wkwkw","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
3," enggak penting kata pocong juga ","positive"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," pocong enggak lompat","neutral"
-2," kasihan sih masa ngatau pocong pasti masa kecil ngaperna lihat jefri sama mumun sampai ngatau pocong ua masih bayang anak","negative"
0," bukan gue pocong yang bilang ","neutral"
-4,"cong pocongsaya mau daftar jadi pocong syarat apa ya cong ","negative"
0," belum follow beberapa dari mereka sudah lebih dulu follow pocong alit bena radit yang aku tau mereka sama manusia ayang anak","neutral"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
9,"cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," noh bayu joo pocong nya","neutral"
-2," paket hemat sampai sih ya cuma modal beli es pocong di lapmer minum di basecamp rumah inta untuk mereka sama manusia ayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-3," apa lo cong bangun pagi jual bubur ayam ingat lo pocong","negative"
0," mau ke klub malam kalau pocong ","neutral"
0," pocong enggak datang jadi bahan omong wkwwkw","neutral"
0," pocong kalo mau makan bagaimana ","neutral"
0," mau tanya nih pocong kalo lagi magrib begini apa ","neutral"
4," betul pocong radit itu adalah the real selebtwit","positive"
0," pocong kepleset kulit pisangq","neutral"
0," iya pocong enggak ada orang mereka adek kelas pocong wqwq","neutral"
-5," sumpah deh kalo ketemu mereka di jalan engah pun enggak takut kalah tenar ya dengan kembalinyaa pocong kibashijab","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-3,"sirkel itu kan status quo banget datang invasi selebgram sama kambek pocong langsung pada rapat baris takut sisih","negative"
-5,"rt betulke arwah akan kembali lihat anak cucu kali akhir tapi kalau bab bab pocong ini memang seram ","negative"
-3," ini setan lucu banget deh setelah hilang akhir balik ","negative"
-2," ralat nder selebtwit baru tetas gue dari dulu yang tau cuma pocong alit sama vincent ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," korang tampak pocong ke hahahaha","neutral"
0," pantat kau omong sama pocong kau bodat","neutral"
1,"bangga sama diri sendiri dari jam dulu sih pocong ngetren di twitter hilang dan sampai kemarin comeback lagi kak twitter gue enggak follow ","positive"
0," pocong enggak ada hargadiri lagi","neutral"
0,"lah iya ya kenapa enggak pocong ","neutral"
4," loh memang dulu sering tayang di tv ya iya benar utama adegan sih psycho gondol pocong dari kubur","positive"
2," mau sumpah pocong ayo","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
3," mimpi pocong ya hahahamampus","positive"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
8,"pehh muka pocong ini gelp je pocong yang masuk dalam mimpi aku gila syeramm mata dia tenung aku dari bumbung rumah bang ","positive"
0," lol riak pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"igt pocong tadi rupa bantal syeramm mata dia tenung aku dari bumbung rumah bang ","neutral"
0," kakak gegara pocong awokwowkowkwo ","neutral"
0,"sudah jadi pocong duluan baru istighfar ","neutral"
-4," lagi pikir pocong ngesot kayak mana ya v","negative"
0," dulu lentuna mau undang pocong kan ya vindulll tapi enggak jadi ","neutral"
0," lagi mikir apa pocong balik lagi ke twitter","neutral"
1,"rt mampus ribut pisang vs pocong sama enggak punya tang sama bentuk panjang kayak apa kalo antem ye ","positive"
0," iya tapi terus mas pocong go public ada acara tipi tapi lupa judul apa ","neutral"
0," pocong adalah sepuh mereka","neutral"
0,"pocong pocong ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," enggak tau tuh tau pocong","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," lagi ngiket tali pocong yang tukar welcomebackpoconggg","neutral"
0," yang di pic memang siapa kalau yang pocong itu aku tau","neutral"
0," pocong lihat ini mah tawa tawa geliii","neutral"
0," lek teng kan akeh pocong mangkane wegah lek meteng l ","neutral"
-2," ya bisa dong memang pocong doang ","negative"
3," gue tau pocong dari awal main twtter banget haha","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," lebih suqa pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," maaf maaf mereka rata ada di twitter tahun sih pocong tahun followersny sudah kak ","neutral"
0," follow dia ting follow kalo lu follow pocong auto ubah jadi kuntilanak","neutral"
0,"mending lihat kuntilanak apa pocong gunderuwo kalian tiga nya muncul ada depan daripada lihat cewek pakai hijab pakai ","neutral"
0,"rt wkwk sama gua juga gakenal kalau pocong tau lah dari jam dulu musim nigh","neutral"
0," asa di buli sih pocong","neutral"
-3," pocong ayo keluar conggggg","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," lepas saja tali pocong nya","neutral"
-6," benci banget sama sih pocong","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," kok tadi bohong baca pocong ya","negative"
0," a nama pocong panggil kak ijey ini","neutral"
0,"kayak lompat pocong enggak sih gua juga gakenal kalau pocong tau lah dari jam dulu musim nigh","neutral"
-5," pocong itu arief muhammad dulu tuh pernah bikin gempar warga twitter karena ya pada ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," ada bang andi masa tapi kok aku cuma kenal pocong ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong lebih dulu kali","neutral"
-4," pocong kan setan kak jadi enggak lihat","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
5," cinta pandang pertama hanya omong kosong pocong hold my beer ","positive"
0," e anjay belum ada mereka pocong sudah kenal dulu woy","neutral"
0," pocong kalo bawa motor bagaimana ","neutral"
0," ","neutral"
-3,"filmografi the tarix jabrix rantau bangkit dari kubur slank enggak ada mati ke ","negative"
0," helloooow dulu gue sampai bela bela loh beli buku pocong di indomaret waktu gue lagi mudik pakai uan ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," semua akan di pocong pada akhir jadi ya kita semua bakal jadi pocong iani ","neutral"
0," pocong nyaut enggak sih a akhir jadi ya kita semua bakal jadi pocong iani ","neutral"
0," iye pocong siapa anjir balik saja ke instagram","neutral"
5," lu lair tahun berapa kalo barusan mah wajar pocong lebih heboh dari pada itu selebtwit","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
1,"rt santai bang pada saat lu bakal jadi pocong kok","positive"
0,"ini pocong di saat masih anak kostan ","neutral"
0," entar bisa lihat pocong dong aku ","neutral"
0," gue malah tau pocong daripada mereka ","neutral"
0," tunggu pocong ngupil pengin lihat bagaimana ","neutral"
0," dek selesain dulu prnya baru bilang pocong who","neutral"
-2," apakah di liang lahat ada sinyal kok pocong ini bisa nge tweet ","negative"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0,"kakak kakak bangsat dengan pocong yang satu ini ","neutral"
0," tonton pocong","neutral"
4,"member ajak tengok pocong the origin kau gila haha aku nak tengok muka dia saat pun takut ini nak tengok wayang ","positive"
0," memang benar jodoh enggak bakal mana mana tapi memang benar jodoh ada mana sih poconggg juga pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
3," ih langsung follow pocong dong wkwkw oke oke","positive"
0," ","neutral"
0," pocong katro sambat itu temennye nasi ","neutral"
5," pocong lebih sukses dari mereka semua sih kayak wkwkwk","positive"
0,"pocong itu slebtweet jam gue esempe jir","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"pocong hpnya i kali ","neutral"
4," tuhkan pantesan zuppasoup enak nyata diludahin pocongiani ","positive"
0," coba cek akun pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," mending pocong daripada maling","neutral"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
4," betul biar ena pakai ludah pocong nyata diludahin pocongiani ","positive"
0,"tak best langsung pocong nk tgok annabelle juga ","neutral"
0,"pocong shalihah ","neutral"
0," hhhaah bantu pocong bantu ludahin ya diludahin pocongiani ","neutral"
-4," pocong mah mana kan memang masuk jahanam ngiani ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," pocong pas jadi selebtwit dulu twitter cuma punya juta guna dia sudah punya juta followers","negative"
0," pengin jadi pocong biar bisa tampil di acara dunia lain giani ","neutral"
0," pocong itu arief muhammad","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
9,"cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ","positive"
5," gue pernah di reply sama pocong pada zaman dan gue senang banget ","positive"
0,"rt di kejar pocong dan kuntilanak a horror thread threadhoror bacahorror ","neutral"
-4," enggak pernah follow pocong belum tapi gue pernah tau judul poconggg juga pocong kalo enggak salah jadi film","negative"
-15," pocong kalo nonggol pas jumaat kliwon doang nder tapi sering absen karena sudah tua takut angin duduk kalo keluar malam ","negative"
-6," pocong pertanyannya seram amat","negative"
0," katai sama pocong bagaimana kak v ","neutral"
0," wah sih pocong sombong ya ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," malah aku lebih tau dulu sih pocong ","neutral"
-4," seram nih pocong nya bisa omong di acara dunia lain giani ","negative"
-4,"macam mana pocong ini pun boleh verified ","negative"
0," kayak pocong ya ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," selebtwit enggak tau pocong belum pro main twitter wkwkwkwkgiani ","neutral"
0," ha gua gapada kenal mereka bodo amat gua stan pocong saja","neutral"
0,"rt gue mau ngumpulin orang yang enggak follow akun sih pocongadakah di antara teman ku","neutral"
-8," pocong bukan masuk setan ya bre salah terka gua arti yodah bakar saja itu bre mumpung sudah linting","negative"
0,"rt film pocong pertama yang cekal ","neutral"
0,"rt pocong kan ghaib replynya juga ghaib lah ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," gua resep kejer pocong lu anjir v","neutral"
-5,"rt betulke arwah akan kembali lihat anak cucu kali akhir tapi kalau bab bab pocong ini memang seram ","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
4," good job min kalo mau bikin meta sebar pocong bisa manfaat citra landsat enggak min ","positive"
0,"rt lah pocong mah sudah hits duluan keleusss","neutral"
0," lu belum main twitter kali nderr pas jam jaya jaya nya sih pocong ","neutral"
